Title,Mapped by,Level,Status,Scores,Total Scores,Star Difficulty,Note Count,BPM,PP,Key,Bombs,Walls,Note jump speed,Notes per second,Lights,ID
t+pazolite - Guchagucha Coke Screw by Vilawes & Depito,Vilawes & Depito,Expert+,Ranked,"1,996","7,809",9.99,"2,140",240,450.83,!bsr 9b91,0,1,23,11.682,2480.0,EB19A1155094C0A34FAF1D729F5C74E25FE7FE5B
t+pazolite - Guchagucha Coke Screw by Vilawes & Depito,Vilawes & Depito,Hard,Ranked,"4,539","7,809",5.92,"1,297",240,271.60,!bsr 9b91,28,2,19,7.08,2350.0,EB19A1155094C0A34FAF1D729F5C74E25FE7FE5B
t+pazolite - Guchagucha Coke Screw by Vilawes & Depito,Vilawes & Depito,Expert,Ranked,"1,274","7,809",9.28,"2,096",240,420.85,!bsr 9b91,24,2,23,11.441,2470.0,EB19A1155094C0A34FAF1D729F5C74E25FE7FE5B
Draw The Emotional & Foreground Eclipse - Sad Spring by Scrappy,Scrappy,Expert,Ranked,"1,610","8,473",4.96,"1,059",184,227.86,!bsr 9bab,0,3,20,5.584,1440.0,83799EA6C53ACB1EF0ADF4E79DA70AD789176896
Draw The Emotional & Foreground Eclipse - Sad Spring by Scrappy,Scrappy,Expert+,Ranked,"1,823","8,473",7.81,"1,348",184,353.65,!bsr 9bab,0,3,22,7.108,1480.0,83799EA6C53ACB1EF0ADF4E79DA70AD789176896
Draw The Emotional & Foreground Eclipse - Sad Spring by Scrappy,Scrappy,Hard,Ranked,"3,314","8,473",2.83,751,184,131.36,!bsr 9bab,0,3,18,3.96,1440.0,83799EA6C53ACB1EF0ADF4E79DA70AD789176896
Draw The Emotional & Foreground Eclipse - Sad Spring by Scrappy,Scrappy,Normal,Ranked,979,"8,473",1.39,428,184,64.86,!bsr 9bab,0,7,16,2.257,1440.0,83799EA6C53ACB1EF0ADF4E79DA70AD789176896
Draw The Emotional & Foreground Eclipse - Sad Spring by Scrappy,Scrappy,Easy,Ranked,747,"8,473",1.13,337,184,53.13,!bsr 9bab,0,7,14,1.777,1440.0,83799EA6C53ACB1EF0ADF4E79DA70AD789176896
Dropgun - Fire Blazing by Teuflum,Teuflum,Expert+,Ranked,"6,107","13,058",7.47,882,140,340.89,!bsr 873f,0,3,19,6.431,4400.0,714F0C1CDF53C41083FCD357B6E995C2F6A8FA6C
Dropgun - Fire Blazing by Teuflum,Teuflum,Expert,Ranked,"4,605","13,058",3.25,742,140,149.69,!bsr 873f,0,3,16,5.41,4400.0,714F0C1CDF53C41083FCD357B6E995C2F6A8FA6C
Dropgun - Fire Blazing by Teuflum,Teuflum,Hard,Ranked,"2,346","13,058",1.96,498,140,90.87,!bsr 873f,0,3,14,3.631,4400.0,714F0C1CDF53C41083FCD357B6E995C2F6A8FA6C
Kenichiro Ohishi - Kinman by eZconfirmed,eZconfirmed,Expert+,Ranked,"4,594","7,404",3.46,364,118,158.24,,,,,,,4F91AD60D9D30DB4393E9CB37DD0799CCF722A39
Kenichiro Ohishi - Kinman by eZconfirmed,eZconfirmed,Expert,Ranked,"1,709","7,404",1.77,257,118,81.60,,,,,,,4F91AD60D9D30DB4393E9CB37DD0799CCF722A39
Kenichiro Ohishi - Kinman by eZconfirmed,eZconfirmed,Hard,Ranked,"1,101","7,404",1.26,234,118,58.61,,,,,,,4F91AD60D9D30DB4393E9CB37DD0799CCF722A39
Aether Realm - The Devil by Fern,Fern,Expert+,Ranked,815,815,9.27,"4,318",260,420.63,!bsr 9c01,74,51,22,8.58,5430.0,88FACAFBED5F0886471DD92AFF0B30EECCCFD4FE
Kotori - Nanamori by Depito & ExUnReal,Depito & ExUnReal,Expert+,Ranked,"3,728","13,200",8.69,"1,503",215,394.36,,,,,,,558FD3C73D5F7E5BBBF1616760E099EBCFD75903
Kotori - Nanamori by Depito & ExUnReal,Depito & ExUnReal,Hard,Ranked,"4,326","13,200",3.78,977,215,174.90,,,,,,,558FD3C73D5F7E5BBBF1616760E099EBCFD75903
Kotori - Nanamori by Depito & ExUnReal,Depito & ExUnReal,Expert,Ranked,"5,146","13,200",5.19,"1,190",215,238.63,,,,,,,558FD3C73D5F7E5BBBF1616760E099EBCFD75903
appy - Sankaku by Skeelie,Skeelie,Expert+,Ranked,"3,247","6,929",6.04,"1,500",138,276.11,,,,,,,84D312AB353BD305E85D7D330A5B02C3FBF059FD
appy - Sankaku by Skeelie,Skeelie,Expert,Ranked,"2,509","6,929",3.6,"1,154",138,166.40,,,,,,,84D312AB353BD305E85D7D330A5B02C3FBF059FD
appy - Sankaku by Skeelie,Skeelie,Hard,Ranked,"1,173","6,929",2.28,900,138,106.12,,,,,,,84D312AB353BD305E85D7D330A5B02C3FBF059FD
Rings of Saturn - Senseless Massacre by Burchase,Burchase,Expert+,Ranked,867,867,10.7,"2,151",270,477.03,!bsr 9cd5,48,392,24,10.342,5110.0,1C0DF30696959676B3EA77D3FB6DF455025E9583
Kobaryo - Galaxy Friends by Jez,Jez,Expert+,Ranked,986,986,11.17,"2,779",300,502.02,!bsr 9c22,56,55,24,11.879,3110.0,28BDD9211BD4CD76E2D2FB8A32245DBB7F38F7AB
Camellia - We Could Get More Machinegun Psystyle! (And More Genre Switches) by DE125,DE125,Expert+,Ranked,"2,085","2,085",11.77,"3,409",160,531.14,!bsr 17e02,156,165,22,9.975,38100.0,D7D1C76F5F74510D4E70B51A105D2BEBE194BEFD
DECO*27 - First Storm by Uninstaller,Uninstaller,Expert+,Ranked,"2,315","7,616",7.37,"1,623",190,334.61,,,,,,,2A54ED06EA0A194A4A897D73F414F5FFAC42EDDE
DECO*27 - First Storm by Uninstaller,Uninstaller,Expert,Ranked,"3,792","7,616",3.45,"1,077",190,159.21,,,,,,,2A54ED06EA0A194A4A897D73F414F5FFAC42EDDE
DECO*27 - First Storm by Uninstaller,Uninstaller,Hard,Ranked,"1,509","7,616",1.75,711,190,81.55,,,,,,,2A54ED06EA0A194A4A897D73F414F5FFAC42EDDE
Azazal & MachineDoll - Meowchine by CyanSnow,CyanSnow,Expert+,Ranked,"7,170","17,589",5.36,"1,138",115,243.59,!bsr 17164,6,0,18,6.445,6320.0,24A148CDF2192F7A4F10A265B70E5C0DEB6424E9
Azazal & MachineDoll - Meowchine by CyanSnow,CyanSnow,Expert,Ranked,"6,020","17,589",4.7,956,115,216.51,!bsr 17164,0,0,16,5.309,6320.0,24A148CDF2192F7A4F10A265B70E5C0DEB6424E9
Azazal & MachineDoll - Meowchine by CyanSnow,CyanSnow,Easy,Ranked,955,"17,589",1.17,325,115,54.50,!bsr 17164,0,0,12,2.366,6320.0,24A148CDF2192F7A4F10A265B70E5C0DEB6424E9
Azazal & MachineDoll - Meowchine by CyanSnow,CyanSnow,Hard,Ranked,"2,370","17,589",2.57,711,115,118.71,!bsr 17164,0,0,14,4.073,6320.0,24A148CDF2192F7A4F10A265B70E5C0DEB6424E9
Azazal & MachineDoll - Meowchine by CyanSnow,CyanSnow,Normal,Ranked,"1,074","17,589",1.81,527,115,84.40,!bsr 17164,0,0,13,2.907,6320.0,24A148CDF2192F7A4F10A265B70E5C0DEB6424E9
Stonebank - All Night by Teuflum,Teuflum,Easy,Ranked,934,"13,889",0.94,296,170,44.07,!bsr 8eb6,42,23,12,1.391,7540.0,BE49148059822B60C9AC0E7883B5F3534225A35F
Stonebank - All Night by Teuflum,Teuflum,Normal,Ranked,"1,393","13,889",1.31,472,170,61.27,!bsr 8eb6,50,19,14,2.218,7540.0,BE49148059822B60C9AC0E7883B5F3534225A35F
Stonebank - All Night by Teuflum,Teuflum,Hard,Ranked,"2,353","13,889",2.14,860,170,99.01,!bsr 8eb6,0,0,16,4.041,7540.0,BE49148059822B60C9AC0E7883B5F3534225A35F
Stonebank - All Night by Teuflum,Teuflum,Expert,Ranked,"5,613","13,889",3.31,"1,004",170,151.07,!bsr 8eb6,0,0,19,4.718,7540.0,BE49148059822B60C9AC0E7883B5F3534225A35F
Stonebank - All Night by Teuflum,Teuflum,Expert+,Ranked,"3,596","13,889",6.65,"1,605",170,301.78,!bsr 8eb6,0,0,21,7.541,7540.0,BE49148059822B60C9AC0E7883B5F3534225A35F
Eliminate - Weeble Wobble VIP by +1 Rabbit,+1 Rabbit,Hard,Ranked,"2,930","11,561",2.92,615,150,135.81,!bsr a063,72,90,16,4.393,3740.0,6F6566885D6FBFF5164DC8AD785A9F25DC8DA2DF
Eliminate - Weeble Wobble VIP by +1 Rabbit,+1 Rabbit,Expert,Ranked,"4,562","11,561",5.44,875,150,249.24,!bsr a063,72,132,18,6.25,3740.0,6F6566885D6FBFF5164DC8AD785A9F25DC8DA2DF
Eliminate - Weeble Wobble VIP by +1 Rabbit,+1 Rabbit,Expert+,Ranked,"4,069","11,561",7.59,"1,076",150,345.27,!bsr a063,0,0,0,21,0,6F6566885D6FBFF5164DC8AD785A9F25DC8DA2DF
Weebl's Stuff - Killer Whales by Qwasyx,Qwasyx,Easy,Ranked,705,"8,894",0.8,117,160,37.63,!bsr 8e59,13,0,10,10,0.944,2141555123B51FBA6BB83BE2725491DBCDDEF628
Weebl's Stuff - Killer Whales by Qwasyx,Qwasyx,Normal,Ranked,684,"8,894",1.25,195,160,58.26,!bsr 8e59,13,0,21,13,1.421,2141555123B51FBA6BB83BE2725491DBCDDEF628
Weebl's Stuff - Killer Whales by Qwasyx,Qwasyx,Expert,Ranked,"2,372","8,894",2.56,358,160,118.52,!bsr 8e59,0,0,0,16,3.641,2141555123B51FBA6BB83BE2725491DBCDDEF628
Weebl's Stuff - Killer Whales by Qwasyx,Qwasyx,Hard,Ranked,"1,027","8,894",1.63,270,160,75.58,!bsr 8e59,30,0,0,14,2.012,2141555123B51FBA6BB83BE2725491DBCDDEF628
Weebl's Stuff - Killer Whales by Qwasyx,Qwasyx,Expert+,Ranked,"4,106","8,894",4.62,559,160,211.02,!bsr 8e59,0,0,0,20,0,2141555123B51FBA6BB83BE2725491DBCDDEF628
uma vs. Morimori Atsushi - FIRST:DREAMS by muffn & altrewin,muffn & altrewin,Hard,Ranked,"5,962","12,727",4.67,807,300,214.68,!bsr a066,10,148,20,6.92,6410.0,3F97C2436882538C7B482E87A5E97B9F14EDCB69
uma vs. Morimori Atsushi - FIRST:DREAMS by muffn & altrewin,muffn & altrewin,Expert,Ranked,"5,222","12,727",7.6,"1,185",300,345.91,!bsr a066,26,80,22,10.162,6410.0,3F97C2436882538C7B482E87A5E97B9F14EDCB69
uma vs. Morimori Atsushi - FIRST:DREAMS by muffn & altrewin,muffn & altrewin,Expert+,Ranked,"1,543","12,727",11.12,"1,565",300,499.53,!bsr a066,24,15,24,13.421,6410.0,3F97C2436882538C7B482E87A5E97B9F14EDCB69
MDK - Press Start by muffn,muffn,Expert+,Ranked,"2,732","2,732",8.84,"2,044",123,397.86,!bsr a069,22,22,22,10.17,2280.0,67BB0D3F7B8E46968C7A4F4346DEE5F9D8EFFD09
goreshit - toromi hearts 2 by Souk & fraies,Souk & fraies,Hard,Ranked,"6,414","8,984",5.42,958,219,248.56,!bsr 9978,0,2,18,6.475,1890.0,3B439C16DFC546EDC6B41A07B0DD33908986A087
goreshit - toromi hearts 2 by Souk & fraies,Souk & fraies,Expert,Ranked,"2,141","8,984",7.97,"1,780",219,355.08,!bsr 9978,0,49,20,12.032,1890.0,3B439C16DFC546EDC6B41A07B0DD33908986A087
goreshit - toromi hearts 2 by Souk & fraies,Souk & fraies,Expert+,Ranked,429,"8,984",9.51,"1,802",219,421.90,!bsr 9978,0,149,22,12.18,1890.0,3B439C16DFC546EDC6B41A07B0DD33908986A087
Mika Nakashima - KISS OF DEATH by Scrappy,Scrappy,Expert+,Ranked,"8,796","13,742",6.51,"1,045",122,299.69,!bsr 92ba,12,79,18,4.356,3570.0,ECADB8F66CEDAF7501167FB69A54E47183D39EE5
Mika Nakashima - KISS OF DEATH by Scrappy,Scrappy,Expert,Ranked,"4,946","13,742",2.68,884,122,124.22,!bsr 92ba,24,66,16,3.685,3560.0,ECADB8F66CEDAF7501167FB69A54E47183D39EE5
Deathpact - Delightful Introduction by xScaramouche,xScaramouche,Expert+,Ranked,"5,107","11,909",0.02,13,145,0.79,!bsr 847b,0,1,18,7.25,21,567859C06D0D010987875E2579E08899331F73CC
Deathpact - Delightful Introduction by xScaramouche,xScaramouche,Expert,Ranked,"2,049","11,909",0.01,11,145,0.70,!bsr 847b,0,2,16,4.833,21,567859C06D0D010987875E2579E08899331F73CC
Deathpact - Delightful Introduction by xScaramouche,xScaramouche,Hard,Ranked,"1,572","11,909",0.01,10,145,0.61,!bsr 847b,0,3,14,3.625,21,567859C06D0D010987875E2579E08899331F73CC
Deathpact - Delightful Introduction by xScaramouche,xScaramouche,Normal,Ranked,"1,393","11,909",0.01,9,145,0.51,!bsr 847b,0,3,12,3.021,21,567859C06D0D010987875E2579E08899331F73CC
Deathpact - Delightful Introduction by xScaramouche,xScaramouche,Easy,Ranked,"1,788","11,909",0.01,9,145,0.51,!bsr 847b,0,3,12,1.813,21,567859C06D0D010987875E2579E08899331F73CC
KNOWER - The Government Knows by Ramen Noodle,Ramen Noodle,Expert+,Ranked,"7,340","15,037",6.92,"1,145",146,316.73,!bsr a2de,44,13,21,5.167,11000.0,237109CFBDF4594DE63BD16C52A18204D85AD778
KNOWER - The Government Knows by Ramen Noodle,Ramen Noodle,Expert,Ranked,"4,294","15,037",7.25,"1,342",146,331.33,!bsr a2de,14,17,19,6.056,11000.0,237109CFBDF4594DE63BD16C52A18204D85AD778
KNOWER - The Government Knows by Ramen Noodle,Ramen Noodle,Hard,Ranked,"3,403","15,037",6.89,"1,210",146,315.84,!bsr a2de,85,158,18,5.463,11000.0,237109CFBDF4594DE63BD16C52A18204D85AD778
Ultra Vomit - Takoyaki by Vilawes,Vilawes,Expert+,Ranked,"2,842","10,392",8.98,"1,084",304,406.78,!bsr a460,0,32,23,8.649,1310.0,92BAA4CE632807E5834D084954B1D726CEF29ED4
Ultra Vomit - Takoyaki by Vilawes,Vilawes,Expert,Ranked,"4,054","10,392",6.48,966,304,296.57,!bsr a460,0,32,20,7.708,1290.0,92BAA4CE632807E5834D084954B1D726CEF29ED4
Ultra Vomit - Takoyaki by Vilawes,Vilawes,Hard,Ranked,"3,496","10,392",3.37,635,304,155.62,!bsr a460,0,32,18,5.067,1290.0,92BAA4CE632807E5834D084954B1D726CEF29ED4
RIOT - The Mob by EpicEwok,EpicEwok,Expert+,Ranked,"4,296","4,296",7.32,"1,821",150,330.90,,,,,,,FFA96E9D11E1D2112C79E6A79112501B9295FB09
Kurokotei - Galaxy Collapse by Skeelie,Skeelie,Expert,Ranked,"1,976","7,673",7.99,"3,294",270,364.73,!bsr a54c,706,16,23,8.202,26800.0,CB24CE05B6D0994586E2D4FBE999B304CF8F9D67
Kurokotei - Galaxy Collapse by Skeelie,Skeelie,Hard,Ranked,"5,528","7,673",5.92,"2,148",270,272.47,!bsr a54c,217,16,18,5.348,26800.0,CB24CE05B6D0994586E2D4FBE999B304CF8F9D67
Kobaryo - G4M3-0V3R by shrado & abcbadq,shrado & abcbadq,Normal,Ranked,"4,112","13,934",2.9,613,222,133.29,!bsr a544,901,44,9,23,13.761,3FFA62BD196370D7CD0AD9817EFB11D5633706D9
Kobaryo - G4M3-0V3R by shrado & abcbadq,shrado & abcbadq,Hard,Ranked,"6,389","13,934",4.46,775,222,205.16,!bsr a544,19,44,0,23,20.919,3FFA62BD196370D7CD0AD9817EFB11D5633706D9
Kobaryo - G4M3-0V3R by shrado & abcbadq,shrado & abcbadq,Expert,Ranked,"2,213","13,934",8.68,"1,470",222,391.11,!bsr a544,19,44,0,23,13.761,3FFA62BD196370D7CD0AD9817EFB11D5633706D9
Kobaryo - G4M3-0V3R by shrado & abcbadq,shrado & abcbadq,Expert+,Ranked,"1,220","13,934",10.32,"1,815",222,458.43,!bsr a544,19,44,0,23,18.197,3FFA62BD196370D7CD0AD9817EFB11D5633706D9
Camellia - Stealth-Dash by Umbranox,Umbranox,Expert+,Ranked,"3,846","3,846",8.06,"3,031",174,364.49,!bsr a53d,100,171,20,9.18,17900.0,34EF2837078373941A14D568B1E3ED1FDA71F079
you - Hold Angel by Rogdude,Rogdude,Hard,Ranked,"5,032","10,662",3.64,616,300,168.32,!bsr a49b,9,41,16,5.07,6230.0,805220F74ECB8FFFD9930ABCF4AB601E90E5751E
you - Hold Angel by Rogdude,Rogdude,Expert,Ranked,"3,577","10,662",8.07,"1,013",300,368.26,!bsr a49b,15,41,22,8.331,6230.0,805220F74ECB8FFFD9930ABCF4AB601E90E5751E
you - Hold Angel by Rogdude,Rogdude,Expert+,Ranked,"1,743","10,662",11.06,"1,453",300,496.25,!bsr a49b,10,50,24,11.949,6460.0,805220F74ECB8FFFD9930ABCF4AB601E90E5751E
tofubeats - CANDYYYLAND by Animinay,Animinay,Expert+,Ranked,"2,390","11,251",8.11,"1,359",160,365.99,!bsr 294c,0,0,16,6.612,3130.0,1D10B6B5A6FF9007621716C04389D63458420929
tofubeats - CANDYYYLAND by Animinay,Animinay,Expert,Ranked,"4,495","11,251",6.81,"1,187",160,311.88,!bsr 294c,0,0,15,6.215,3130.0,1D10B6B5A6FF9007621716C04389D63458420929
tofubeats - CANDYYYLAND by Animinay,Animinay,Hard,Ranked,"2,773","11,251",2.77,879,160,128.03,!bsr 294c,0,4,13,5.389,3130.0,1D10B6B5A6FF9007621716C04389D63458420929
tofubeats - CANDYYYLAND by Animinay,Animinay,Normal,Ranked,"1,593","11,251",1.94,699,160,89.95,!bsr 294c,0,4,12,3.83,3130.0,1D10B6B5A6FF9007621716C04389D63458420929
Reol - Utena by ETAN,ETAN,Expert+,Ranked,"5,002","5,002",6.6,"1,170",160,299.37,!bsr abc4,43,19,21,6,15300.0,0CB1B38C96B71676DB359A95353DCA50BA54B183
Seiryu - AO-Infinity by Light Ai,Light Ai,Expert+,Ranked,"3,004","3,004",7.83,"1,671",191,354.40,!bsr 8b3c,14,81,22,8.011,1770.0,AC672500BA86A4C8D9C12F0ECD47794B45AF4D87
BLANKFIELD - Esoteria by Jez,Jez,Expert+,Ranked,"2,582","2,582",9.39,"1,666",270,425.29,!bsr 98bd,70,75,23,7.967,3960.0,64A3204BF9804D4E3D8CE5C2F9DAB8B551D074FE
Camellia - epimerization by CoolingCloset,CoolingCloset,Hard,Ranked,"1,699","6,232",2.51,314,204,116.21,,,,,,,380B9810A771B57D29DB44F8E2217502D76D6094
Camellia - epimerization by CoolingCloset,CoolingCloset,Expert,Ranked,"2,516","6,232",4.82,427,204,220.66,,,,,,,380B9810A771B57D29DB44F8E2217502D76D6094
Camellia - epimerization by CoolingCloset,CoolingCloset,Expert+,Ranked,"2,017","6,232",7.4,525,204,335.10,,,,,,,380B9810A771B57D29DB44F8E2217502D76D6094
Porter Robinson - Fellow Feeling by FatBeanzoop & TheRealZeroz,FatBeanzoop & TheRealZeroz,Hard,Ranked,"2,100","8,430",1.51,190,174,69.98,!bsr b2c0,268,49,16,3.941,11700.0,06DDBE99BC8AF1EC819CE1A6D5F4760C9EDE6697
Porter Robinson - Fellow Feeling by FatBeanzoop & TheRealZeroz,FatBeanzoop & TheRealZeroz,Expert,Ranked,"4,551","8,430",5.24,305,174,239.21,!bsr b2c0,249,24,19,6.327,11500.0,06DDBE99BC8AF1EC819CE1A6D5F4760C9EDE6697
Porter Robinson - Fellow Feeling by FatBeanzoop & TheRealZeroz,FatBeanzoop & TheRealZeroz,Expert+,Ranked,"1,779","8,430",8.74,457,174,391.18,!bsr b2c0,214,63,0,23,9.355,06DDBE99BC8AF1EC819CE1A6D5F4760C9EDE6697
Khenab - Temple Of Sound by Khenab,Khenab,Hard,Ranked,"1,212","5,096",2.77,726,190,128.52,!bsr aed7,0,77,14,4.495,1810.0,D96CBC9E499C3F3E9B495D21019706A50A7F25DB
Khenab - Temple Of Sound by Khenab,Khenab,Expert,Ranked,"1,448","5,096",4.19,908,190,192.84,!bsr aed7,0,77,17,5.621,1810.0,D96CBC9E499C3F3E9B495D21019706A50A7F25DB
Khenab - Temple Of Sound by Khenab,Khenab,Expert+,Ranked,"2,436","5,096",7.38,"1,338",190,333.51,!bsr aed7,0,76,20,8.283,1810.0,D96CBC9E499C3F3E9B495D21019706A50A7F25DB
kamome sano electric orchestra - HE4VEN by Mystikmol,Mystikmol,Normal,Ranked,"1,057","7,741",1.21,237,256,56.30,!bsr a76,,,,,,EA303F41EE17E731718F4C3C10BDBE9AE60F2D9A
kamome sano electric orchestra - HE4VEN by Mystikmol,Mystikmol,Hard,Ranked,"3,126","7,741",2.32,429,256,107.46,!bsr a76,0,2,49,12,3.706,EA303F41EE17E731718F4C3C10BDBE9AE60F2D9A
kamome sano electric orchestra - HE4VEN by Mystikmol,Mystikmol,Expert,Ranked,"1,772","7,741",7.34,"1,081",256,333.04,!bsr a76,0,11,16,8.182,1580.0,EA303F41EE17E731718F4C3C10BDBE9AE60F2D9A
kamome sano electric orchestra - HE4VEN by Mystikmol,Mystikmol,Expert+,Ranked,"1,786","7,741",8.99,"1,456",256,407.19,!bsr a76,8,15,59,17,11.177,EA303F41EE17E731718F4C3C10BDBE9AE60F2D9A
Ultra Vomit - Le Train Fantome by Vilawes,Vilawes,Hard,Ranked,"1,957","8,399",2.73,452,192,126.59,!bsr b336,0,0,15,4.582,1100.0,4738AC40930BC9C5F435FB57DDB3D8FDDEBE58EA
Ultra Vomit - Le Train Fantome by Vilawes,Vilawes,Expert,Ranked,"3,246","8,399",6.51,788,192,297.25,!bsr b336,0,0,18,7.988,2930.0,4738AC40930BC9C5F435FB57DDB3D8FDDEBE58EA
Ultra Vomit - Le Train Fantome by Vilawes,Vilawes,Expert+,Ranked,"3,196","8,399",7.86,884,192,356.33,!bsr b336,0,0,21,8.961,3250.0,4738AC40930BC9C5F435FB57DDB3D8FDDEBE58EA
Camellia - crystallized by muffn & ExUnReal,muffn & ExUnReal,Expert+,Ranked,"3,929","3,929",8.34,"1,844",174,377.80,!bsr b342,37,40,21,7.305,12600.0,69AAACF7CE0B66E590E9A6530D087AC4B3D5EE40
F-777 - Star Gate by Fnyt,Fnyt,Hard,Ranked,"2,787","8,208",4.74,943,135,218.95,!bsr b366,0,0,19,6.641,3860.0,C26634237F0D18D9ACC6C7AD490AC0FC9BAD6C46
F-777 - Star Gate by Fnyt,Fnyt,Expert,Ranked,"3,684","8,208",5.98,"1,185",135,272.69,!bsr b366,0,0,20,8.345,3860.0,C26634237F0D18D9ACC6C7AD490AC0FC9BAD6C46
F-777 - Star Gate by Fnyt,Fnyt,Expert+,Ranked,"1,737","8,208",7.8,"1,323",135,353.20,!bsr b366,0,0,21,9.317,3860.0,C26634237F0D18D9ACC6C7AD490AC0FC9BAD6C46
Camellia - epimerization by Fern,Fern,Expert+,Ranked,"1,949","1,949",9.25,"2,688",204,414.43,!bsr b2f3,80,13,22,8.478,14300.0,71FEED23BFF9E8B967C3FFE2646B1C878AEB86DF
Camellia - Enantiomorphs by Umbranox,Umbranox,Expert+,Ranked,"2,644","2,644",8.42,"2,153",203,381.06,!bsr 9ddd,168,76,22,7.46,11200.0,9DE6ADB820130A4D5137ADB26C35018910A9DDAA
ginkiha x Hommarju x t+pazolite - CROSSING DELTA by DeleteElDiablo,DeleteElDiablo,Expert+,Ranked,"2,373","2,373",8.36,"2,061",180,377.35,!bsr b579,0,0,23,9.729,2060.0,FDA7A10B2039B6CBAC77FC917080FF9C78799D21
Giga - BRING IT ON by CoolingCloset,CoolingCloset,Expert+,Ranked,"3,273","3,273",8.06,"1,530",160,364.61,,,,,,,35D68F8E1FF229821A7517B56895B27174FB1EEE
n-buna - Sono Gunjou ga Itoshikatta Youdatta by Uninstaller,Uninstaller,Hard,Ranked,"1,014","5,639",2.36,557,220,109.70,!bsr b639,4,19,17,3.571,4310.0,CC9B48FD57F09F27FE014E09DD543D40034D7D32
n-buna - Sono Gunjou ga Itoshikatta Youdatta by Uninstaller,Uninstaller,Expert,Ranked,"2,364","5,639",3.71,794,220,171.05,!bsr b639,40,8,19,5.068,4310.0,CC9B48FD57F09F27FE014E09DD543D40034D7D32
n-buna - Sono Gunjou ga Itoshikatta Youdatta by Uninstaller,Uninstaller,Expert+,Ranked,"2,261","5,639",7.3,"1,004",220,330.73,!bsr b639,44,8,21,6.408,4310.0,CC9B48FD57F09F27FE014E09DD543D40034D7D32
Kairiki Bear - Failure Girl by cheesydream & CoolingCloset,cheesydream & CoolingCloset,Hard,Ranked,"2,587","6,280",3.2,822,240,147.78,!bsr 9fba,0,12,15,4.897,1540.0,B7CAB8E24C171134909593052E0F3FE683CAC3E6
Kairiki Bear - Failure Girl by cheesydream & CoolingCloset,cheesydream & CoolingCloset,Expert,Ranked,"2,510","6,280",6.41,"1,113",240,292.29,!bsr 9fba,0,16,20,6.62,1540.0,B7CAB8E24C171134909593052E0F3FE683CAC3E6
Kairiki Bear - Failure Girl by cheesydream & CoolingCloset,cheesydream & CoolingCloset,Expert+,Ranked,"1,183","6,280",8.36,"1,223",240,375.71,!bsr 9fba,0,23,22,7.274,1580.0,B7CAB8E24C171134909593052E0F3FE683CAC3E6
Halozy - T.R.Y Revolution by Kival Evan,Kival Evan,Easy,Ranked,624,"10,516",1.38,585,152,64.19,!bsr b642,60,214,10,2.259,16900.0,3054C83ED7170A77B1D98F4381123BDB95485421
Halozy - T.R.Y Revolution by Kival Evan,Kival Evan,Normal,Ranked,834,"10,516",2.19,842,152,101.80,!bsr b642,62,147,12,3.252,16900.0,3054C83ED7170A77B1D98F4381123BDB95485421
Halozy - T.R.Y Revolution by Kival Evan,Kival Evan,Hard,Ranked,"2,451","10,516",3.19,"1,117",152,147.34,!bsr b642,48,107,14,4.307,16900.0,3054C83ED7170A77B1D98F4381123BDB95485421
Halozy - T.R.Y Revolution by Kival Evan,Kival Evan,Expert,Ranked,"2,374","10,516",6.13,"1,397",152,280.06,!bsr b642,48,47,16,5.387,16900.0,3054C83ED7170A77B1D98F4381123BDB95485421
Halozy - T.R.Y Revolution by Kival Evan,Kival Evan,Expert+,Ranked,"4,233","10,516",6.96,"1,853",152,316.54,!bsr b642,16,45,19,7.145,16900.0,3054C83ED7170A77B1D98F4381123BDB95485421
150P - Kodoku no Kakurenbo by TheRealZeroz & altrewin,TheRealZeroz & altrewin,Hard,Ranked,"4,459","7,398",7.3,"1,371",220,336.29,,,,,,,9D187121301203D70CC70AABCEAF232E2E37BAB1
150P - Kodoku no Kakurenbo by TheRealZeroz & altrewin,TheRealZeroz & altrewin,Expert,Ranked,929,"7,398",9.36,"1,862",220,421.65,,,,,,,9D187121301203D70CC70AABCEAF232E2E37BAB1
150P - Kodoku no Kakurenbo by TheRealZeroz & altrewin,TheRealZeroz & altrewin,Expert+,Ranked,"2,010","7,398",9.08,"2,069",220,410.95,,,,,,,9D187121301203D70CC70AABCEAF232E2E37BAB1
Camellia - Exit This Earth's Atomosphere by Umbranox,Umbranox,Expert+,Ranked,"4,694","4,694",8.34,"2,495",170,377.69,!bsr b997,0,8,4,23,12.392,14149559186C24D676EC5032070B52006843923A
Ice - Zetsu by muffn,muffn,Expert+,Ranked,"2,182","2,420",9.65,"2,784",191,436.68,,,,,,,183F3021E08B75A3D6D9A0B07BE0505654C52C44
Camellia - HINODE by cerret,cerret,Expert+,Ranked,"3,486","3,486",8.84,"2,234",165,402.06,!bsr b785,6,132,23,8.439,2630.0,60D0A66737D9114C883B1F9A3293595E42ADBFCB
saradisk - 176 - ikazuchi by Pug,Pug,Hard,Ranked,"1,291","5,169",1.09,184,140,50.65,!bsr b473,0,18,12,3.354,523,F70DEF97451CF9A12889197AA27C17D40B292297
saradisk - 176 - ikazuchi by Pug,Pug,Expert,Ranked,"2,053","5,169",2.27,345,140,104.84,!bsr b473,0,18,14,6.289,523,F70DEF97451CF9A12889197AA27C17D40B292297
